Disease Pair,Comorbidity
"cerebellar ataxia&genital diseases, female",0.592483
"carcinoma, renal cell&spinocerebellar ataxias",0.591171
dementia&immunologic deficiency syndromes,0.590991
demyelinating diseases&intestinal neoplasms,0.590482
intestinal neoplasms&multiple sclerosis,0.590482
nervous system diseases&prostatic neoplasms,0.590314
"genital diseases, female&stomatognathic diseases",0.590145
breast neoplasms&celiac disease,0.59012
breast neoplasms&malabsorption syndromes,0.59012
alzheimer disease&ovarian diseases,0.589858
dementia&muscular diseases,0.58908
"neoplasms, germ cell and embryonal&psoriasis",0.588517
ovarian neoplasms&psoriasis,0.588517
"arrhythmias, cardiac&spastic paraplegia, hereditary",0.588153
"dementia&leukemia, myeloid, acute",0.587956
alzheimer disease&autoimmune diseases,0.587685
"leukemia, b-cell&metabolism, inborn errors",0.587664
psoriasis&uveal diseases,0.587622
bile duct diseases&malabsorption syndromes,0.587622
bile duct diseases&hypotrichosis,0.587094
demyelinating diseases&myocardial infarction,0.586827
demyelinating diseases&myocardial ischemia,0.586827
multiple sclerosis&myocardial infarction,0.586827
multiple sclerosis&myocardial ischemia,0.586827
coronary artery disease&demyelinating diseases,0.586818
coronary artery disease&multiple sclerosis,0.586818
demyelinating diseases&hypersensitivity,0.586395
hypersensitivity&multiple sclerosis,0.586395
"carcinoma, renal cell&ovarian diseases",0.586298
adenocarcinoma&parkinsonian disorders,0.586275
arthritis&vascular diseases,0.586016
adrenal gland diseases&spinocerebellar ataxias,0.585834
"ankylosis&leukemia, myeloid, acute",0.585439
aneurysm&parkinsonian disorders,0.584841
"cardiovascular diseases&neoplasms, germ cell and embryonal",0.584053
cardiovascular diseases&ovarian neoplasms,0.584053
breast neoplasms&rheumatic diseases,0.58394
alzheimer disease&breast diseases,0.583299
hyperthyroidism&leukemia,0.582248
adenocarcinoma&exophthalmos,0.581521
breast neoplasms&esophageal diseases,0.580769
glioma&vasculitis,0.58073
alzheimer disease&dyssomnias,0.580682
"adenocarcinoma&bone diseases, metabolic",0.5806
breast diseases&nervous system diseases,0.580391
breast neoplasms&gout,0.579571
lymphatic diseases&rheumatic diseases,0.579512
"metabolism, inborn errors&uveitis",0.578852
"leukemia, myeloid, acute&retinitis pigmentosa",0.57881
hypersensitivity&uveitis,0.578283
arthritis&head and neck neoplasms,0.578184
aneurysm&ovarian diseases,0.57804
head and neck neoplasms&macular degeneration,0.578001
cholestasis&myocardial infarction,0.576899
cholestasis&myocardial ischemia,0.576899
cholestasis&coronary artery disease,0.57689
aneurysm&osteoporosis,0.576813
"carcinoma, renal cell&osteoporosis",0.576266
"autoimmune diseases&genital diseases, male",0.576048
"genital diseases, female&movement disorders",0.575715
breast neoplasms&parkinsonian disorders,0.575279
"arrhythmias, cardiac&breast neoplasms",0.575106
heart arrest&macular degeneration,0.573875
"dyskinesias&neoplasms, connective and soft tissue",0.57342
breast neoplasms&coronary disease,0.573316
colorectal neoplasms&lipid metabolism disorders,0.572492
myocardial infarction&spinal cord diseases,0.572437
myocardial ischemia&spinal cord diseases,0.572437
coronary artery disease&spinal cord diseases,0.572428
"bone diseases, metabolic&lipidoses",0.572411
alzheimer disease&lysosomal storage diseases,0.572205
arthritis&glioma,0.572131
breast diseases&spinocerebellar ataxias,0.572062
glioma&hemorrhagic disorders,0.570128
breast neoplasms&movement disorders,0.569839
craniofacial abnormalities&gastroenteritis,0.569519
"genital diseases, male&vasculitis",0.568944
craniofacial abnormalities&liver cirrhosis,0.568205
"craniofacial abnormalities&liver cirrhosis, biliary",0.568205
"breast neoplasms&leukemia, myeloid, acute",0.567503
alzheimer disease&precursor cell lymphoblastic leukemia-lymphoma,0.567471
"gastroenteritis&genital diseases, male",0.567409
"genital diseases, female&leukemia, myeloid, acute",0.567345
"hypopigmentation&neoplasms, germ cell and embryonal",0.566481
hypopigmentation&ovarian neoplasms,0.566481
breast neoplasms&epilepsy,0.56614
"carcinoma, renal cell&cerebellar ataxia",0.566085
adenocarcinoma&lipid metabolism disorders,0.565308
breast diseases&dementia,0.565182
"genital diseases, female&psoriasis",0.564297
"leukemia, myeloid, acute&lymphatic diseases",0.563643
gastroenteritis&glioma,0.563332
"leprosy&neoplasms, germ cell and embryonal",0.563011
leprosy&ovarian neoplasms,0.563011
breast neoplasms&vasculitis,0.562768
head and neck neoplasms&uveitis,0.562274
glioma&liver cirrhosis,0.562032
"glioma&liver cirrhosis, biliary",0.562032
"intestinal neoplasms&spondylitis, ankylosing",0.561586
cardiovascular diseases&demyelinating diseases,0.56155
cardiovascular diseases&multiple sclerosis,0.56155
bile duct diseases&coronary disease,0.561374
lymphatic diseases&myocardial ischemia,0.561173
lymphatic diseases&myocardial infarction,0.561173
coronary artery disease&lymphatic diseases,0.561164
ankylosis&hair diseases,0.561022
"alzheimer disease&leukemia, myeloid, acute",0.560541
lipid metabolism disorders&liver cirrhosis,0.559625
"lipid metabolism disorders&liver cirrhosis, biliary",0.559625
behcet syndrome&gout,0.55948
"anemia, hemolytic&cerebellar ataxia",0.558467
"arthritis&genital diseases, male",0.558226
dyskinesias&glioma,0.556574
breast neoplasms&lipidoses,0.556507
basal ganglia diseases&hypotrichosis,0.556232
ankylosis&lymphoma,0.554663
alzheimer disease&breast neoplasms,0.552675
"genital diseases, female&muscular dystrophies",0.551683
breast diseases&colorectal neoplasms,0.551405
bone diseases&intestinal neoplasms,0.549623
breast neoplasms&dementia,0.549065
breast diseases&parkinsonian disorders,0.549048
lipidoses&macular degeneration,0.548296
breast neoplasms&crohn disease,0.548189
"anemia, aplastic&lipid metabolism disorders",0.547953
breast neoplasms&sleep disorders,0.547132
"head and neck neoplasms&heart defects, congenital",0.546814
"basal ganglia diseases&neoplasms, germ cell and embryonal",0.546748
basal ganglia diseases&ovarian neoplasms,0.546748
cranial nerve diseases&prostatic neoplasms,0.546015
ankylosis&movement disorders,0.545846
cholestasis&dyskinesias,0.54584
mycobacterium infections&prostatic neoplasms,0.54531
aneurysm&movement disorders,0.542316
"bone diseases&carcinoma, renal cell",0.542011
albuminuria&demyelinating diseases,0.540568
albuminuria&multiple sclerosis,0.540568
demyelinating diseases&proteinuria,0.540568
multiple sclerosis&proteinuria,0.540568
coronary disease&vasculitis,0.540441
hypotrichosis&pancreatic diseases,0.539197
"carcinoma, renal cell&muscular dystrophies",0.539082
"arrhythmias, cardiac&demyelinating diseases",0.538536
"arrhythmias, cardiac&multiple sclerosis",0.538536
"head and neck neoplasms&lupus erythematosus, systemic",0.537938
arthritis&neoplasms,0.537041
"neoplasms, germ cell and embryonal&retinitis pigmentosa",0.536939
ovarian neoplasms&retinitis pigmentosa,0.536939
gastroenteritis&prostatic neoplasms,0.536841
motor neuron disease&nervous system diseases,0.536782
amyotrophic lateral sclerosis&nervous system diseases,0.536782
"asthma&spastic paraplegia, hereditary",0.536383
prostatic neoplasms&uveitis,0.535719
breast diseases&glomerulonephritis,0.534771
"muscular dystrophies&neoplasms, germ cell and embryonal",0.534265
muscular dystrophies&ovarian neoplasms,0.534265
"dyskinesias&heart defects, congenital",0.534027
"dyskinesias&neoplasms, germ cell and embryonal",0.53331
dyskinesias&ovarian neoplasms,0.53331
"leukemia, myeloid, acute&neoplasms",0.533105
leprosy&pancreatic diseases,0.532828
"leukemia, b-cell&neoplasms, germ cell and embryonal",0.53279
"leukemia, b-cell&ovarian neoplasms",0.53279
"amino acid metabolism, inborn errors&muscular dystrophies",0.532297
goiter&stomatognathic diseases,0.53211
"alzheimer disease&heart defects, congenital",0.531917
"arthritis, rheumatoid&intestinal neoplasms",0.531374
"carcinoma, renal cell&sleep disorders",0.531145
glioma&precursor cell lymphoblastic leukemia-lymphoma,0.529152
breast diseases&cardiomyopathies,0.528661
"breast diseases&cardiomyopathy, hypertrophic",0.528661
"adenocarcinoma&leukemia, b-cell",0.528648
"leukemia, lymphocytic, chronic, b-cell&lipid metabolism disorders",0.528463
"arrhythmias, cardiac&genital diseases, female",0.528258
"leukemia, b-cell&lipid metabolism disorders",0.528042
"genital diseases, female&lipidoses",0.526547
albuminuria&head and neck neoplasms,0.526538
head and neck neoplasms&proteinuria,0.526538
"cardiovascular diseases&genital diseases, female",0.526353
alzheimer disease&lymphatic diseases,0.52548
"alzheimer disease&carcinoma, renal cell",0.525465
"breast neoplasms&colitis, ulcerative",0.524605
adenocarcinoma&hyperthyroidism,0.523602
adenocarcinoma&intellectual disability,0.523602
"dyskinesias&genital diseases, male",0.522014
dementia&lymphoma,0.521938
cardiomyopathies&glioma,0.52153
"cardiomyopathy, hypertrophic&glioma",0.52153
lymphatic diseases&parkinsonian disorders,0.520912
hypotrichosis&prostatic neoplasms,0.520543
"arthritis, rheumatoid&genital diseases, male",0.519987
"death, sudden&neoplasms, germ cell and embryonal",0.519388
"death, sudden&ovarian neoplasms",0.519388
"bone diseases&genital diseases, female",0.519066
breast neoplasms&precursor cell lymphoblastic leukemia-lymphoma,0.518771
alzheimer disease&lymphoma,0.518129
demyelinating diseases&lymphoma,0.517973
alzheimer disease&lipid metabolism disorders,0.517844
head and neck neoplasms&lymphoma,0.517418
"dyskinesias&genital diseases, female",0.516279
bone diseases&breast neoplasms,0.515421
aneurysm&dementia,0.515186
"carbohydrate metabolism, inborn errors&head and neck neoplasms",0.513283
"breast neoplasms&carcinoma, renal cell",0.513158
craniofacial abnormalities&lipid metabolism disorders,0.512882
cardiomyopathies&intestinal neoplasms,0.512878
"cardiomyopathy, hypertrophic&intestinal neoplasms",0.512878
demyelinating diseases&liver cirrhosis,0.512307
"demyelinating diseases&liver cirrhosis, biliary",0.512307
liver cirrhosis&multiple sclerosis,0.512307
"liver cirrhosis, biliary&multiple sclerosis",0.512307
albuminuria&crohn disease,0.512258
crohn disease&proteinuria,0.512258
"head and neck neoplasms&neoplasms, germ cell and embryonal",0.511951
head and neck neoplasms&ovarian neoplasms,0.511951
breast neoplasms&dwarfism,0.511889
demyelinating diseases&glomerulonephritis,0.510652
"endocrine system diseases&genital diseases, male",0.508323
"genital diseases, male&thyroid diseases",0.508323
"albuminuria&genital diseases, female",0.507469
"genital diseases, female&proteinuria",0.507469
aneurysm&cerebellar ataxia,0.507374
ankylosis&crohn disease,0.507195
ankylosis&mycobacterium infections,0.507195
"genital diseases, male&goiter",0.506511
lipid metabolism disorders&parkinsonian disorders,0.50632
breast neoplasms&intestinal neoplasms,0.505892
breast diseases&leprosy,0.505747
"adenocarcinoma&leukemia, lymphocytic, chronic, b-cell",0.50571
arthritis&bone diseases,0.505066
arthritis&psoriasis,0.505066
"adenocarcinoma&neoplasms, germ cell and embryonal",0.505066
adenocarcinoma&neuroendocrine tumors,0.505066
prostatic neoplasms&vasculitis,0.504739
"anemia, hemolytic&head and neck neoplasms",0.504519
bile duct diseases&breast neoplasms,0.503818
breast neoplasms&mycobacterium infections,0.502489
dyssomnias&pancreatic diseases,0.501253
arthritis&prostatic neoplasms,0.500543
"genital diseases, female&nervous system diseases",0.500379
intestinal neoplasms&osteoporosis,0.50004
myeloproliferative disorders&neoplasms,0.498368
intellectual disability&vasculitis,0.497649
intestinal neoplasms&lipid metabolism disorders,0.49697
"gout&neoplasms, germ cell and embryonal",0.496741
gout&ovarian neoplasms,0.496741
cholestasis&polyneuropathies,0.495627
"death, sudden&gastroenteritis",0.495054
"carcinoma, renal cell&coronary disease",0.494724
dementia&intestinal neoplasms,0.494565
"neoplasms&neoplasms, germ cell and embryonal",0.494541
neoplasms&ovarian neoplasms,0.494541
adenocarcinoma&gastroenteritis,0.492985
cranial nerve diseases&intestinal neoplasms,0.492773
"carcinoma, renal cell&dementia",0.492375
"cardiomyopathies&neoplasms, germ cell and embryonal",0.492267
cardiomyopathies&ovarian neoplasms,0.492267
"cardiomyopathy, hypertrophic&neoplasms, germ cell and embryonal",0.492267
"cardiomyopathy, hypertrophic&ovarian neoplasms",0.492267
neoplasms&vasculitis,0.490602
"myocardial ischemia&neoplasms, connective and soft tissue",0.490041
"coronary artery disease&neoplasms, connective and soft tissue",0.490033
neoplasms&psoriasis,0.489453
adenocarcinoma&crohn disease,0.489333
dyssomnias&gout,0.489027
lipid metabolism disorders&neoplasms,0.488169
aneurysm&coronary disease,0.487756
"carcinoma, renal cell&retinitis pigmentosa",0.487603
intestinal neoplasms&myocardial infarction,0.487164
intestinal neoplasms&myocardial ischemia,0.487164
coronary artery disease&intestinal neoplasms,0.487157
cardiomegaly&demyelinating diseases,0.485305
cardiomegaly&multiple sclerosis,0.485305
demyelinating diseases&lymphatic diseases,0.485268
lymphatic diseases&multiple sclerosis,0.485268
aneurysm&ankylosis,0.483997
dyssomnias&prostatic neoplasms,0.483912
"genital diseases, female&spondylitis, ankylosing",0.483908
breast diseases&intellectual disability,0.48281
celiac disease&respiratory tract diseases,0.482495
malabsorption syndromes&respiratory tract diseases,0.482495
basal ganglia diseases&lymphatic diseases,0.482113
"bone diseases, metabolic&genital diseases, male",0.480447
"anemia, hemolytic&sleep disorders",0.480331
"breast neoplasms&heart defects, congenital",0.477427
asthma&behcet syndrome,0.476381
intestinal neoplasms&rheumatic diseases,0.475983
"intellectual disability&spondylitis, ankylosing",0.474414
head and neck neoplasms&vasculitis,0.474014
ovarian neoplasms&parkinsonian disorders,0.473927
hypersensitivity&intestinal neoplasms,0.473227
ankylosis&cardiomyopathies,0.472521
"ankylosis&cardiomyopathy, hypertrophic",0.472521
dyskinesias&gout,0.471892
gastroenteritis&neoplasms,0.471371
alzheimer disease&immunologic deficiency syndromes,0.469977
"dementia&heart defects, congenital",0.469455
autoimmune diseases&prostatic neoplasms,0.468455
breast neoplasms&cardiomyopathies,0.467404
"breast neoplasms&cardiomyopathy, hypertrophic",0.467404
adenocarcinoma&spondylitis,0.466785
"dwarfism&genital diseases, male",0.466392
"heart defects, congenital&prostatic neoplasms",0.4663
"genital diseases, female&glomerulonephritis",0.464541
"arthritis, rheumatoid&prostatic neoplasms",0.464242
aneurysm&uveitis,0.464066
adenocarcinoma&spondylarthropathies,0.461028
"adenocarcinoma&colitis, ulcerative",0.460066
breast diseases&head and neck neoplasms,0.45988
dementia&lipid metabolism disorders,0.458961
"genital diseases, female&gout",0.458943
charcot-marie-tooth disease&liver cirrhosis,0.458738
"charcot-marie-tooth disease&liver cirrhosis, biliary",0.458738
hereditary sensory and motor neuropathy&liver cirrhosis,0.458738
"hereditary sensory and motor neuropathy&liver cirrhosis, biliary",0.458738
autoimmune diseases&breast neoplasms,0.457831
"leukemia, myeloid, acute&lipid metabolism disorders",0.45589
"colitis, ulcerative&head and neck neoplasms",0.455381
"hypersensitivity&leukemia, myeloid, acute",0.454069
exophthalmos&intellectual disability,0.453225
"neoplasms, germ cell and embryonal&rheumatic diseases",0.451136
ovarian neoplasms&rheumatic diseases,0.451136
ankylosis&head and neck neoplasms,0.451094
"muscular diseases&neoplasms, germ cell and embryonal",0.449607
muscular diseases&ovarian neoplasms,0.449607
colorectal neoplasms&ovarian neoplasms,0.449462
colorectal neoplasms&varicose veins,0.449462
breast neoplasms&heart arrest,0.448671
breast neoplasms&glomerulonephritis,0.44562
arterial occlusive diseases&breast neoplasms,0.445195
demyelinating diseases&macular degeneration,0.445052
macular degeneration&multiple sclerosis,0.445052
demyelinating diseases&hemorrhagic disorders,0.443635
hemorrhagic disorders&multiple sclerosis,0.443635
"glioma&lupus erythematosus, systemic",0.443588
bile duct diseases&crohn disease,0.442564
cholestasis&glioma,0.442447
"head and neck neoplasms&leukemia, myeloid, acute",0.441498
"heart defects, congenital&movement disorders",0.441115
goiter&leukemia,0.440754
cardiomyopathies&demyelinating diseases,0.438999
cardiomyopathies&multiple sclerosis,0.438999
"cardiomyopathy, hypertrophic&demyelinating diseases",0.438999
"cardiomyopathy, hypertrophic&multiple sclerosis",0.438999
"breast diseases&leukemia, myeloid, acute",0.43871
hypotrichosis&varicose veins,0.438346
"genital diseases, female&leprosy",0.436025
head and neck neoplasms&lipid metabolism disorders,0.435044
"ankylosis&genital diseases, female",0.434758
endocrine system diseases&leukemia,0.434076
leukemia&thyroid diseases,0.434076
alzheimer disease&intestinal neoplasms,0.430151
"neoplasms, connective and soft tissue&spondylitis, ankylosing",0.429973
"charcot-marie-tooth disease&neoplasms, germ cell and embryonal",0.4288
"hereditary sensory and motor neuropathy&neoplasms, germ cell and embryonal",0.4288
charcot-marie-tooth disease&ovarian neoplasms,0.4288
hereditary sensory and motor neuropathy&ovarian neoplasms,0.4288
adenocarcinoma&alzheimer disease,0.428441
"neoplasms, germ cell and embryonal&uveitis",0.427615
ovarian neoplasms&uveitis,0.427615
"genital diseases, female&leukemia",0.427608
"genital diseases, male&hyperthyroidism",0.426707
cardiomyopathies&spinocerebellar degenerations,0.426621
"cardiomyopathy, hypertrophic&spinocerebellar degenerations",0.426621
cardiomyopathies&dwarfism,0.42517
"cardiomyopathy, hypertrophic&dwarfism",0.42517
behcet syndrome&breast neoplasms,0.425128
breast neoplasms&polyneuropathies,0.424679
"carcinoma, renal cell&dyskinesias",0.423769
bile duct diseases&head and neck neoplasms,0.422035
craniofacial abnormalities&myocardial infarction,0.421142
craniofacial abnormalities&myocardial ischemia,0.421142
coronary artery disease&craniofacial abnormalities,0.421136
crohn disease&malabsorption syndromes,0.420918
"genital diseases, female&heart arrest",0.419596
aneurysm&breast diseases,0.417513
"cranial nerve diseases&neoplasms, germ cell and embryonal",0.416689
cranial nerve diseases&ovarian neoplasms,0.416689
"genital diseases, female&retinitis pigmentosa",0.415834
"heart defects, congenital&uveitis",0.415214
ankylosis&bone diseases,0.414898
ankylosis&psoriasis,0.414898
adenocarcinoma&ankylosis,0.414898
ankylosis&bile duct diseases,0.414898
"carbohydrate metabolism, inborn errors&neoplasms",0.41319
demyelinating diseases&precursor cell lymphoblastic leukemia-lymphoma,0.41175
multiple sclerosis&precursor cell lymphoblastic leukemia-lymphoma,0.41175
"amyotrophic lateral sclerosis&neoplasms, germ cell and embryonal",0.411683
amyotrophic lateral sclerosis&ovarian neoplasms,0.411683
"motor neuron disease&neoplasms, germ cell and embryonal",0.411683
motor neuron disease&ovarian neoplasms,0.411683
arterial occlusive diseases&ovarian neoplasms,0.410886
"genital diseases, male&lupus erythematosus, systemic",0.410101
breast diseases&myocardial ischemia,0.409489
breast diseases&myocardial infarction,0.409489
breast diseases&coronary artery disease,0.409482
dementia&lymphatic diseases,0.408997
"arterial occlusive diseases&genital diseases, female",0.407837
"abnormalities, multiple&arrhythmias, cardiac",0.405516
breast neoplasms&peripheral nervous system diseases,0.404558
ankylosis&prostatic neoplasms,0.40367
"basal ganglia diseases&genital diseases, female",0.402021
adenocarcinoma&amyotrophic lateral sclerosis,0.401055
adenocarcinoma&motor neuron disease,0.401055
"genital diseases, male&graves disease",0.39674
"genital diseases, female&head and neck neoplasms",0.396481
"liver cirrhosis&spastic paraplegia, hereditary",0.389285
"liver cirrhosis, biliary&spastic paraplegia, hereditary",0.389285
breast diseases&charcot-marie-tooth disease,0.385187
breast diseases&hereditary sensory and motor neuropathy,0.385187
aneurysm&intellectual disability,0.384974
hyperthyroidism&prostatic neoplasms,0.384668
"genital diseases, female&neoplasms",0.382999
"amyotrophic lateral sclerosis&genital diseases, female",0.382594
"genital diseases, female&motor neuron disease",0.382594
"craniofacial abnormalities&genital diseases, male",0.381948
goiter&hemorrhagic disorders,0.381577
leukemia&lipid metabolism disorders,0.37915
"cardiomyopathies&genital diseases, female",0.379107
"cardiomyopathy, hypertrophic&genital diseases, female",0.379107
adenocarcinoma&uveitis,0.378705
intestinal neoplasms&vasculitis,0.378701
graves disease&prostatic neoplasms,0.378182
endocrine system diseases&prostatic neoplasms,0.377962
prostatic neoplasms&thyroid diseases,0.377962
"ankylosis&carcinoma, renal cell",0.377624
endocrine system diseases&hemorrhagic disorders,0.375796
hemorrhagic disorders&thyroid diseases,0.375796
"alzheimer disease&genital diseases, female",0.375662
goiter&prostatic neoplasms,0.375172
"cerebellar ataxia&spondylitis, ankylosing",0.375151
albuminuria&breast neoplasms,0.374589
breast neoplasms&proteinuria,0.374589
"ankylosis&neoplasms, germ cell and embryonal",0.374249
ankylosis&ovarian neoplasms,0.374249
adenocarcinoma&dementia,0.374233
breast diseases&leukemia,0.371988
breast neoplasms&dyssomnias,0.371594
intestinal neoplasms&movement disorders,0.371183
adenocarcinoma&osteoporosis,0.371151
myocardial ischemia&ovarian neoplasms,0.371033
coronary artery disease&ovarian neoplasms,0.371027
dementia&ovarian neoplasms,0.370999
"dementia&neoplasms, germ cell and embryonal",0.370999
"adenocarcinoma&heart defects, congenital",0.368293
breast neoplasms&lysosomal storage diseases,0.366169
amyotrophic lateral sclerosis&breast neoplasms,0.365853
breast neoplasms&motor neuron disease,0.365853
demyelinating diseases&prostatic neoplasms,0.364157
multiple sclerosis&prostatic neoplasms,0.364157
ankylosis&myocardial infarction,0.363697
ankylosis&myocardial ischemia,0.363697
ankylosis&coronary artery disease,0.363691
breast diseases&heart arrest,0.363202
"genital diseases, female&parkinsonian disorders",0.362664
adrenal gland diseases&demyelinating diseases,0.362625
adrenal gland diseases&multiple sclerosis,0.362625
alzheimer disease&ovarian neoplasms,0.362184
"alzheimer disease&neoplasms, germ cell and embryonal",0.362184
"glioma&heart defects, congenital",0.360726
demyelinating diseases&gout,0.359918
gout&multiple sclerosis,0.359918
intellectual disability&spinal cord diseases,0.359846
breast neoplasms&myocardial ischemia,0.356258
breast neoplasms&myocardial infarction,0.356258
breast neoplasms&coronary artery disease,0.356253
behcet syndrome&cardiomyopathies,0.353107
"behcet syndrome&cardiomyopathy, hypertrophic",0.353107
intestinal neoplasms&uveitis,0.349388
"lupus erythematosus, systemic&prostatic neoplasms",0.347588
intellectual disability&macular degeneration,0.346755
bile duct diseases&neoplasms,0.339736
aneurysm&dyskinesias,0.338219
"breast neoplasms&spondylitis, ankylosing",0.33609
cholestasis&head and neck neoplasms,0.335346
celiac disease&precursor cell lymphoblastic leukemia-lymphoma,0.335052
malabsorption syndromes&precursor cell lymphoblastic leukemia-lymphoma,0.335052
graves disease&leprosy,0.334786
"heart defects, congenital&spondylitis, ankylosing",0.333695
"ankylosis&heart defects, congenital",0.333113
"charcot-marie-tooth disease&genital diseases, female",0.332085
"genital diseases, female&hereditary sensory and motor neuropathy",0.332085
"genital diseases, female&uveitis",0.331168
"genital diseases, female&spinal cord diseases",0.330343
"death, sudden&lymphoma",0.330231
"aneurysm&neoplasms, germ cell and embryonal",0.329576
aneurysm&ovarian neoplasms,0.329576
colorectal neoplasms&uveitis,0.324124
"bone diseases&neoplasms, germ cell and embryonal",0.322887
bone diseases&ovarian neoplasms,0.322887
"epilepsy&genital diseases, female",0.320858
"aneurysm&genital diseases, female",0.320687
"carbohydrate metabolism, inborn errors&stomatognathic diseases",0.318333
"genital diseases, female&myocardial ischemia",0.317558
"coronary artery disease&genital diseases, female",0.317553
"neoplasms, germ cell and embryonal&spondylitis, ankylosing",0.31242
"ovarian neoplasms&spondylitis, ankylosing",0.31242
"dementia&genital diseases, female",0.311443
adenocarcinoma&breast diseases,0.309741
aneurysm&immunologic deficiency syndromes,0.307041
dyskinesias&prostatic neoplasms,0.299461
"abnormalities, multiple&diabetes mellitus, type 2",0.29842
aneurysm&demyelinating diseases,0.298032
aneurysm&multiple sclerosis,0.298032
amyotrophic lateral sclerosis&head and neck neoplasms,0.297728
head and neck neoplasms&motor neuron disease,0.297728
malformations of cortical development&myocardial ischemia,0.294526
coronary artery disease&malformations of cortical development,0.294522
blood platelet disorders&cranial nerve diseases,0.286816
"colitis, ulcerative&neoplasms",0.274935
"intestinal neoplasms&leukemia, myeloid, acute",0.27434
arterial occlusive diseases&behcet syndrome,0.272646
cholestasis&neoplasms,0.269952
exophthalmos&intestinal neoplasms,0.268252
"pancreatic diseases&spastic paraplegia, hereditary",0.258279
"arthritis, rheumatoid&spastic paraplegia, hereditary",0.258034
"heart defects, congenital&spinal cord diseases",0.25311
adenocarcinoma&breast neoplasms,0.249979
lipidoses&spondylitis,0.242211
crohn disease&head and neck neoplasms,0.242175
lipidoses&spondylarthropathies,0.239224
lysosomal storage diseases&prostatic neoplasms,0.238424
aneurysm&breast neoplasms,0.238143
"neoplasms, germ cell and embryonal&spinal cord diseases",0.236972
ovarian neoplasms&spinal cord diseases,0.236972
osteoporosis&prostatic neoplasms,0.23611
"intellectual disability&leukemia, myeloid, acute",0.231756
adenocarcinoma&vasculitis,0.228043
aneurysm&stomatognathic diseases,0.227417
hypotrichosis&parkinsonian disorders,0.227043
"genital diseases, male&osteoporosis",0.22292
adenocarcinoma&ovarian neoplasms,0.206887
demyelinating diseases&intellectual disability,0.19953
intellectual disability&multiple sclerosis,0.19953
macular degeneration&neoplasms,0.199409
cholestasis&muscular dystrophies,0.194424
"breast diseases&metabolism, inborn errors",0.189376
dwarfism&lipid metabolism disorders,0.187882
cholestasis&respiratory tract diseases,0.174373
"adenocarcinoma&genital diseases, female",0.160224
dyskinesias&intestinal neoplasms,0.149788
adenocarcinoma&demyelinating diseases,0.128006
adenocarcinoma&multiple sclerosis,0.128006
"breast diseases&genital diseases, male",0.049681
breast diseases&prostatic neoplasms,0.029049
"breast neoplasms&genital diseases, male",0.014522
breast neoplasms&prostatic neoplasms,0.011596
"genital diseases, male&ovarian diseases",0.011464
ovarian neoplasms&prostatic neoplasms,0.003234
"genital diseases, female&prostatic neoplasms",0.002504
"genital diseases, male&neoplasms, germ cell and embryonal",0.001508
"genital diseases, male&ovarian neoplasms",0.001508
nervous system diseases&peripheral nervous system diseases,0
nervous system diseases&polyneuropathies,0
"abnormalities, multiple&nervous system diseases",0
hereditary sensory and motor neuropathy&nervous system diseases,0
"lysosomal storage diseases&metabolism, inborn errors",0
intestinal neoplasms&neoplasms,0
lymphatic diseases&precursor cell lymphoblastic leukemia-lymphoma,0
neoplasms&precursor cell lymphoblastic leukemia-lymphoma,0
coronary disease&vascular diseases,0
lysosomal storage diseases&nervous system diseases,0
muscular dystrophies&nervous system diseases,0
nervous system diseases&spinocerebellar degenerations,0
charcot-marie-tooth disease&nervous system diseases,0
"abnormalities, multiple&neoplasms",0
"lipidoses&metabolism, inborn errors",0
disorders of sex development&endocrine system diseases,0
lipidoses&nervous system diseases,0
neoplasms&neuroendocrine tumors,0
"neoplasms, germ cell and embryonal&neuroendocrine tumors",0
"abnormalities, multiple&craniofacial abnormalities",0
malformations of cortical development&nervous system diseases,0
neoplasms&ovarian diseases,0
"nervous system diseases&spastic paraplegia, hereditary",0
"peripheral nervous system diseases&spastic paraplegia, hereditary",0
"polyneuropathies&spastic paraplegia, hereditary",0
dwarfism&endocrine system diseases,0
dyssomnias&nervous system diseases,0
nervous system diseases&sleep disorders,0
"abnormalities, multiple&bone diseases",0
"abnormalities, multiple&cardiovascular diseases",0
autoimmune diseases&lymphatic diseases,0
"abnormalities, multiple&metabolism, inborn errors",0
nervous system diseases&retinitis pigmentosa,0
"metabolism, inborn errors&purine-pyrimidine metabolism, inborn errors",0
"abnormalities, multiple&ectodermal dysplasia",0
"abnormalities, multiple&hypothalamic diseases",0
"hypopigmentation&metabolism, inborn errors",0
behcet syndrome&stomatognathic diseases,0
behcet syndrome&uveal diseases,0
behcet syndrome&uveitis,0
behcet syndrome&vascular diseases,0
demyelinating diseases&peripheral nervous system diseases,0
uveal diseases&vascular diseases,0
uveitis&vascular diseases,0
autoimmune diseases&peripheral nervous system diseases,0
craniofacial abnormalities&neoplasms,0
crohn disease&neoplasms,0
hemorrhagic disorders&neoplasms,0
lymphatic diseases&vascular diseases,0
"abnormalities, multiple&endocrine system diseases",0
"abnormalities, multiple&heart defects, congenital",0
"abnormalities, multiple&retinitis pigmentosa",0
autoimmune diseases&respiratory tract diseases,0
autoimmune diseases&vascular diseases,0
"abnormalities, multiple&immune system diseases",0
"adrenal gland diseases&metabolism, inborn errors",0
blood platelet disorders&hypopigmentation,0
